runoff_obs,basin_cfs_pred,year,month,day,precip
17.4,3.5,1970,1,19.2083333333,6.8
17.3,3.5,1970,1,19.25,6.8
17.3,3.5,1970,1,19.2916666667,6.8
17.7,3.5,1970,1,19.3333333333,6.8
17.1,3.5,1970,1,19.375,6.8
17,3.4,1970,1,19.4166666667,6.8
16.9,3.4,1970,1,19.4583333333,6.8
16.8,3.4,1970,1,19.5,6.8
16.7,3.4,1970,1,19.5416666667,6.8
16.7,3.4,1970,1,19.5833333333,6.8
16.6,3.4,1970,1,19.625,6.8
16.6,3.4,1970,1,19.6666666667,6.8
16.5,3.3,1970,1,19.7083333333,6.8
16.5,3.3,1970,1,19.75,6.8
16.5,3.3,1970,1,19.7916666667,6.8
16.4,3.3,1970,1,19.8333333333,6.8
16.4,3.3,1970,1,19.875,6.8
16.3,3.3,1970,1,19.9166666667,6.8
16.3,3.3,1970,1,19.9583333333,6.8
16.2,3.3,1970,1,20.0,6.8
16,3.2,1970,1,20.0416666667,6.8
15.8,3.2,1970,1,20.0833333333,6.8
15.7,3.2,1970,1,20.125,6.8
15.6,3.2,1970,1,20.1666666667,6.8
15.6,3.2,1970,1,20.2083333333,6.8
15.5,3.2,1970,1,20.25,6.8
15.5,3.2,1970,1,20.2916666667,6.8
15.4,3.1,1970,1,20.3333333333,6.8
15.3,3.1,1970,1,20.375,6.8
15.3,3.1,1970,1,20.4166666667,6.8
15.2,3.1,1970,1,20.4583333333,6.8
15.1,3.1,1970,1,20.5,6.8
15.1,3.1,1970,1,20.5416666667,6.8
15,3.1,1970,1,20.5833333333,6.8
14.9,3.1,1970,1,20.625,6.8
15.3,3,1970,1,20.6666666667,6.8
14.8,3,1970,1,20.7083333333,6.8
14.8,3,1970,1,20.75,6.8
14.7,3,1970,1,20.7916666667,6.8
14.6,3,1970,1,20.8333333333,6.8
14.6,3,1970,1,20.875,6.8
14.5,3,1970,1,20.9166666667,6.8
14.5,3,1970,1,20.9583333333,6.8
14.4,2.9,1970,1,21.0,6.8
14.3,2.9,1970,1,21.0416666667,6.8
14.3,2.9,1970,1,21.0833333333,6.8
14.2,2.9,1970,1,21.125,6.8
14.1,2.9,1970,1,21.1666666667,6.8
14,2.9,1970,1,21.2083333333,6.8
13.9,2.9,1970,1,21.25,6.8
13.9,2.9,1970,1,21.2916666667,6.8
13.8,2.8,1970,1,21.3333333333,6.8
13.7,2.8,1970,1,21.375,6.8
13.6,2.8,1970,1,21.4166666667,6.8
13.8,2.8,1970,1,21.4583333333,6.8
13.5,2.8,1970,1,21.5,6.8
